"id","name","gender","age","class","embarked","country","ticketno","fare","sibsp","parch","survived"
"1432","Broom, Mr. Herbert George","male",33,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1433","Brown, Mr. Edward","male",34,"victualling crew","B","Wales",NA,NA,NA,NA,"yes"
"1434","Brown, Mr. John","male",28,"engineering crew","S","Wales",NA,NA,NA,NA,"no"
"1435","Brown, Mr. Joseph James","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1436","Brown, Mr. Walter James","male",41,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1437","Buckley, Mr. H. E.","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1438","Buley, Mr. Edward John","male",26,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1439","Bulley, Mr. Henry Ashburnham","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1440","Bull, Mr. Walter Edward","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1441","Bunnell, Mr. Wilfred James","male",21,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1442","Burgess, Mr. Charles","male",18,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1443","Burke, Mr. Richard Edward","male",30,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1444","Burke, Mr. William","male",31,"victualling crew","B","Ireland",NA,NA,NA,NA,"yes"
"1445","Burrage, Mr. Arthur Victor Edwards","male",20,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1446","Burr, Mr. Ewart Sydenham","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1447","Burroughs, Mr. Arthur Peckham","male",35,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1448","Burton, Mr. Edward John","male",35,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1449","Butterworth, Mr. John","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1450","Butt, Mr. Robert Henry","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1451","Butt, Mr. William John","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1452","Byrne, Mr. James Edward","male",45,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1453","Calderwood, Mr. Hugh","male",30,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"1454","Campbell, Mr. Donald S.","male",25,"victualling crew","S","Australia",NA,NA,NA,NA,"no"
"1455","Canner, Mr. John","male",40,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1456","Carney, Mr. William","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1457","Carr, Mr. Richard Stephen","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1458","Carter (Ball), Mr. James (W.)","male",46,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1459","Cartwright, Mr. James Edward","male",33,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1460","Casali, Sig. Giulio","male",32,"restaurant staff","S","Italy",NA,NA,NA,NA,"no"
"1461","Casey, Mr. Thomas","male",44,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1462","Casswill, Mr. Charles","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1463","Castleman, Mr. Edward","male",37,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1464","Caton, Miss. Annie","female",33,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1465","Caunt, Mr. William Ewart","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1466","Cavell, Mr. George Henry","male",22,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1467","Cave, Mr. Herbert","male",39,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1468","Cecil, Mr. Charles Thomas","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1469","Chaboisson, Mr. Adrien Finnin","male",25,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1470","Chapman, Mr. Joseph Charles","male",32,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1471","Charman, Mr. John James","male",25,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1472","Cherrett, Mr. William Victor","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1473","Cheverton, Mr. William Frederick","male",28,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1474","Chisnall, Mr. George Alexander","male",37,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1475","Chitty, Mr. Archibald George","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1476","Chitty, Mr. George Henry","male",50,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1477","Chorley, Mr. John Henry","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1478","Christmas, Mr. Herbert Harry","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1479","Clark, Mr. William","male",40,"engineering crew","S","Ireland",NA,NA,NA,NA,"yes"
"1480","Clench, Mr. Frederick Charles","male",33,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1481","Clench, Mr. George James","male",31,"deck crew","S","England",NA,NA,NA,NA,"no"
"1482","Coe, Mr. Harry","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1483","Coleman, Mr. Albert Edward","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1484","Coleman, Mr. John","male",58,"engineering crew","B","Ireland",NA,NA,NA,NA,"no"
"1485","Colgan, Mr. E. Joseph","male",33,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1486","Collins, Mr. John","male",17,"victualling crew","S","Northern Ireland",NA,NA,NA,NA,"yes"
"1487","Collins, Mr. John","male",38,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1488","Combes, Mr. George","male",34,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1489","Conway, Mr. Percy Walter","male",25,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1490","Cook, Mr. Gilbert William","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1491","Coombs, Mr. Charles Augustus","male",45,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1492","Cooper, Mr. Harry","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1493","Cooper, Mr. James Edward","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1494","Copperthwaite, Mr. Albert Harry","male",28,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1495","Corben, Mr. Ernest Theodore","male",27,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1496","Corcoran, Mr. Dennis","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1497","Cornaire, Mr. Marcel Raymond André","male",19,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1498","Cotton, Mr. Alfred","male",36,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1499","Couch, Mr. Frank","male",28,"deck crew","S","England",NA,NA,NA,NA,"no"
"1500","Couch, Mr. Joseph Henry","male",49,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1501","Couper, Mr. Robert Frederick William","male",30,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1502","Coutin, Mr. Auguste Louis","male",28,"restaurant staff","S","France",NA,NA,NA,NA,"no"
"1503","Cox, Mr. William Denton","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1504","Coy, Mr. Francis Ernest George","male",27,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1505","Crabb, Mr. Henry James","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1506","Crafter, Mr. Frederick Horace","male",20,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1507","Crawford, Mr. Alfred George","male",43,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1508","Creese, Mr. Henry Philip","male",45,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1509","Crimmins, Mr. James","male",21,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1510","Crispin, Mr. William","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1511","Crisp, Mr. Albert Hector","male",39,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1512","Crosbie, Mr. John Borthwick","male",45,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1513","Cross, Mr. William Alfred","male",44,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1514","Crovella, Sig. Luigi","male",17,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1515","Crowe, Mr. George Frederick","male",30,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1516","Crumplin, Mr. Charles George Chandler","male",35,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1517","Cullen, Mr. Charles James","male",49,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1518","Cunningham, Mr. Andrew Orr","male",38,"victualling crew","B","Scotland",NA,NA,NA,NA,"yes"
"1519","Cunningham, Mr. Bernard","male",35,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1520","Curtis, Mr. Arthur","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1521","Daniels, Mr. Sidney Edward","male",18,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1522","Dashwood, Mr. William George","male",18,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1523","Davies, Mr. Gordon Raleigh","male",32,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1524","Davies, Mr. Robert J.","male",26,"victualling crew","B","Wales",NA,NA,NA,NA,"no"
"1525","Davies, Mr. Thomas","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1526","Davis, Mr. John","male",29,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1527","Davis, Mr. Stephen James","male",39,"deck crew","S","England",NA,NA,NA,NA,"no"
"1528","Dawson, Mr. Joseph","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1529","Dean, Mr. George H.","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1530","Debreucq, Mr. Maurice Emile Victor","male",18,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1531","Deeble, Mr. Alfred Arnold","male",35,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1532","De Marsico, Sig. Govanni","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1533","Derrett, Mr. Arthur Henry","male",29,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1534","Deslandes, Mr. Percival Stainer","male",38,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1535","Desvernine, Mr. Louis Gabriel","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1536","Diaper, Mr. John Joseph","male",27,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1537","Dickson, Mr. William","male",37,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1538","Dilley, Mr. John","male",30,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1539","Dillon, Mr. Thomas Patrick","male",34,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1540","Dinenage, Mr. James Richard","male",49,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1541","Dodd, Mr. Edward Charles","male",39,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1542","Dodd, Mr. George Charles","male",44,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1543","Dodds, Mr. Henry Watson","male",27,"engineering crew","S","Guyana",NA,NA,NA,NA,"no"
"1544","Doel, Mr. Frederick","male",22,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1545","Dolby, Mr. Joseph","male",39,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1546","Donati, Sig. Italo Francesco","male",17,"restaurant staff","S","Italy",NA,NA,NA,NA,"no"
"1547","Donoghue, Mr. Frank (?Thomas)","male",35,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1548","Dore, Mr. Albert James","male",23,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1549","Dornier, Mr. Louis Auguste","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1550","Doughty, Mr. Walter Thomas","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1551","Doyle, Mr. Laurence","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1552","Duffy, Mr. William Luke","male",36,"engineering crew","B","Ireland",NA,NA,NA,NA,"no"
"1553","Dunford, Mr. William","male",48,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1554","Durnil, Mr. James","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1555","Dyer, Mr. Henry Ryland","male",24,"engineering crew","B","India",NA,NA,NA,NA,"no"
"1556","Dyer, Mr. William Henry","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1557","Dymond, Mr. Frank","male",41,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1558","Eagle, Mr. Alfred James","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1559","Eastman, Mr. Charles","male",44,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1560","Edbrooke, Mr. Francis Samuel Jacob","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1561","Ede, Mr. George Bulkeley","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1562","Edge, Mr. Frederick William","male",39,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1563","Edwards, Mr. Charles Essex","male",39,"victualling crew","S","Wales",NA,NA,NA,NA,"no"
"1564","Egg, Mr. William Henry","male",48,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1565","Elliott, Mr. Everett Edward","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1566","Ellis, Mr. John Bertie","male",29,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1567","Ennis, Mr. Walter","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1568","Ervine, Mr. Albert George","male",18,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"1569","Etches, Mr. Henry Samuel","male",43,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1570","Evans, Mr. Alfred Frank","male",25,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1571","Evans, Mr. Frank Oliver","male",27,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1572","Evans, Mr. George Richard","male",27,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1573","Evans, Mr. William Thomas","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1574","Fairall, Mr. Henry Charles","male",38,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1575","Farenden, Mr. Ernest John","male",22,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1576","Farquharson, Mr. William Edward","male",39,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1577","Faulkner, Mr. William Stephen","male",37,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1578","Fay, Mr. Thomas Joseph","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1579","Fellowes, Mr. Alfred James","male",29,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1580","Feltham, Mr. George William","male",42,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1581","Ferrary, Mr. Antonio","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1582","Ferris, Mr. William","male",39,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1583","Fey, Sig. Carlo","male",30,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1584","Finch, Mr. Henry Herman","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1585","Fioravante, Sig. Giuseppe Bertoldo","male",23,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1586","Fitzpatrick, Mr. Cecil William","male",21,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1587","Fitzpatrick, Mr. Hugh Joseph","male",29,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1588","Flarty, Mr. Edward","male",52,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1589","Fleet, Mr. Frederick","male",24,"deck crew","B","England",NA,NA,NA,NA,"yes"
"1590","Fletcher, Mr. Percy William","male",26,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1591","Foley, Mr. John","male",46,"deck crew","B","Ireland",NA,NA,NA,NA,"yes"
"1592","Foley, Mr. Wilfred Cyril","male",22,"victualling crew","S","Wales",NA,NA,NA,NA,"yes"
"1593","Ford, Mr. Ernest","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1594","Ford, Mr. Francis","male",44,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1595","Ford, Mr. H.","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1596","Ford, Mr. Thomas","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1597","Forward, Mr. James","male",27,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1598","Foster, Mr. Alfred Charles","male",37,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1599","Fox, Mr. William Thomas","male",27,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1600","Franklin, Mr. Alan Vincent","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1601","Fraser, Mr. J.","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1602","Fraser, Mr. James","male",30,"engineering crew","B","Scotland",NA,NA,NA,NA,"no"
"1603","Fredericks, Mr. Walter Francis","male",21,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1604","Freeman, Mr. Ernest Edward Samuel","male",45,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1605","Fryer, Mr. Albert Ernest","male",29,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1606","Gatti, Sig. Gaspare Antonio Pietro","male",37,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1607","Geddes, Mr. Richard Charles","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1608","Geer, Mr. Alfred Emest","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1609","Gibbons, Mr. Jacob William","male",36,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1610","Gilardino, Sig. Vincenzo Pio","male",31,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1611","Giles, Mr. John Robert","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1612","Gill, Mr. Joseph Stanley","male",38,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1613","Gill, Mr. Patrick","male",38,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1614","Godley, Mr. George Auguste","male",61,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1615","Godwin, Mr. Frederick Charles","male",36,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1616","Golder, Mr. M. W.","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1617","Gold, Mrs. Jane Kate Coulson","female",45,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1618","Gollop, Mr. F.","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1619","Gordon, Mr. J.","male",29,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1620","Goree, Mr. Frank","male",41,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1621","Goshawk, Mr. Alfred James","male",40,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1622","Gosling, Mr. Bertram James","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1623","Gosling, Mr. S.","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1624","Gradidge, Mr. Ernest Edward","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1625","Graham, Mr. Thomas Gibson","male",28,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"yes"
"1626","Gregory, Mr. David","male",43,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1627","Gregson, Miss. Mary","female",45,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1628","Grosclaude, Mr. Gérald","male",24,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1629","Gumery, Mr. George","male",24,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1630","Gunn, Mr. Joseph Alfred","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1631","Guy, Mr. Elgar John","male",29,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1632","Gwinn, Mr. William Logan","male",37,"victualling crew","S","United States",NA,NA,NA,NA,"no"
"1633","Haggan, Mr. John","male",35,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"yes"
"1634","Haines, Mr. Albert","male",31,"deck crew","B","England",NA,NA,NA,NA,"yes"
"1635","Halford, Mr. Walter Stamford","male",22,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1636","Hallett, Mr. George Alexander","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1637","Hall, Mr. Frank Alfred James","male",41,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1638","Hall, Mr. J.","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1639","Hamblyn, Mr. Ernest William","male",47,"victualling crew","S","England",NA,NA,NA,NA,"no"
